AREA,Event,Sub-Category,Time of Event,DOI,MGRS FRIENDLY,MGRS NON PARTNER 
Manbij,Cross DML,,,25-Sep-18,37 S CA 94374 55957,
MERV,Cross FLOT,,,25-Sep-18,37 SFU 75506 13369,
Manbij,Cross DML,,,26-Sep-18,37 S CA 04323 55821,
Manbij,Cross DML,,,26-Sep-18,37 S DA 06411 54236,
Manbij,Cross DML,,,26-Sep-18,,37SEV0085779010
Manbij,Cross DML,,,26-Sep-18,37 SDA 04729 55230,
Manbij,Cross DML,,,26-Sep-18,37 SDA 04729 55230,
Manbij,Cross DML,,,26-Sep-18,,37SEV0085779010
Manbij,Cross DML,,,26-Sep-18,,37SEV0085779010
Manbij,Cross DML,,,26-Sep-18,37 S CA 91729 52810,
Manbij,Cross DML,,,26-Sep-18,,37SEV0085779010
Bashrah,IDF,,,27-Sep-18,38 RQU 6100 9180,
Manbij,Cross DML,,,27-Sep-18,37 S CA 92159 53526,
Manbij,Cross DML,,,27-Sep-18,,37SEV0085779010
Manbij,Cross DML,,,27-Sep-18,,37SEV0085779010
Manbij,Cross DML,,,27-Sep-18,37 SCA 95028 56242,
Manbij,Cross DML,,,27-Sep-18,37 S DA 04729 55230,
Raqqah,IED,IED,,27-Sep-18,37 S DV 98733 78365,
Raqqah,IED,IED,,27-Sep-18,37 S DV 896 855,
Manbij,Cross FLOT,,,28-Sep-18,37 S DA 01736 20462,
Manbij,Cross DML,,,29-Sep-18,37SDA0760841611,
Manbij,IED,IED,,29-Sep-18,37 S DA 07755 43512,
Manbij,IED,IED,,29-Sep-18,37SDA0890843248,
Manbij,IED,IED,,29-Sep-18,37SDA0760841611,
Raqqah,Assassination,,,29-Sep-18,37S DV 98283 78786,
Raqqah,Assassination,,,29-Sep-18,IVO 37 SDV 77989 75096,
Raqqah,Attack,SAF,,29-Sep-18,37 S DV 99395 78753,
Suwar,IED,Attempted,,29-Sep-18,37 S DA 08908 43248,
Umm Julud,Cross DML,,,29-Sep-18,37SCA9200553293,
Manbij,Cross DML,,,30-Sep-18,37 S DA 05333 54495,
MERV,Missile launch,TBM,,30-Sep-18,37 SFU 67946 38627,
Tabqah,Assassination,,,30-Sep-18,IVO 37SDV5872765584,
Manbij,Cross DML,,,1-Oct-18,37 SCA 83609 32665,
Manbij,Cross DML,,,1-Oct-18,,37SEV0085779010
Manbij,Cross DML,,,2-Oct-18,37 S DA 06437 54345,
Manbij,Cross DML,,,3-Oct-18,37 S CA 80765 33943,
Manbij ,IED,IED,,3-Oct-18,37 S DA 03799 41835,
Ayn Issa,IED,IED,,4-Oct-18,37 S EA 18626 28393,
Manbij,IED,IED,,4-Oct-18,37 S DA 25515 18142,
Shaddadi,IED,Attempted,,4-Oct-18,37 S FV 6531365341,
Manbij,Cross DML,,,5-Oct-18,37 SCA 95038 56245,
MERV,IDF,,,5-Oct-18,37SFU64343 45999,
MERV,IDF,,,5-Oct-18,37SFU 6447645999,
Tal Abyad,Cross Border,,,5-Oct-18,37SDA7203465005,
Manbij,Cross FLOT,,,6-Oct-18,37 S CA 95064 24563,
Jurniah,IED,IED,,7-Oct-18,IVO Jurniah,
MERV,Cross DML,,,7-Oct-18,37 S FU 82031 17544,
Raqqah,IED,IED,,7-Oct-18,37 S DV 96647 82016,
Manbij,Cross DML,,,8-Oct-18,37 S CA 82710 41061,
Manbij,Cross DML,,,8-Oct-18,,37SEV0085779010
Tal Abyad,Cross Border,,,8-Oct-18,37SEA5138362191,
Manbij,Cross FLOT,,,9-Oct-18,37 S CA 91182 30369,
Manbij,Cross FLOT,,,9-Oct-18,,37SEV0085779010
Raqqah,IED,IED,,9-Oct-18,37S EV0086980024,
Manbij,IED,IED,,10-Oct-18,37 S DA 04319 42371,
Dayr az Zawr,Cross FLOT,,,11-Oct-18,37 SFV 11215 14012,
Manbij,Cross DML,,,11-Oct-18,37 SDA 04743 55236,
Manbij,Cross DML,,,11-Oct-18,,37SEV0085779010
Manbij,Cross DML,,,11-Oct-18,,37SEV0085779010
Manbij,Cross DML,,,11-Oct-18,37SDA0371455034,
MERV,Attack,SAF,,11-Oct-18,37SFU 91671 30306,
MERV,Attack,SAF,,11-Oct-18,37SFU 91671 30306,
MERV,Attack,SAF,,11-Oct-18,37 SFU 83128 15906,
Tabqah,IED,IED,,11-Oct-18,37SDV5853565165,
Jurniah,IED,IED,,12-Oct-18,37SDV5942185896,
Kobane,Cross Border,,,12-Oct-18,37SDA3625283890,
Shaddadi,IED,IED,,12-Oct-18,37 SFV 55977 91362,
Manbij,Cross DML,,,13-Oct-18,37 S CA 96793 56732,
Manbij,Cross DML,,,13-Oct-18,,37SEV0085779010
Manbij,Cross DML,,,13-Oct-18,,37SEV0085779010
Manbij,Cross DML,,,13-Oct-18,37 S CA 98209 56172,
MERV,Attack,Grenade,,14-Oct-18,37 SFU 64411 45996,
Shaddadi,IED,Attempted,,14-Oct-18,37 SFV 56164 89391,
Kobane,Cross Border,,,15-Oct-18,37SDA5688478557,
Manbij,Cross DML,,,15-Oct-18,37 S CA 79325 36876,
Manbij,Cross DML,,,15-Oct-18,,37SEV0085779010
Manbij,Cross DML,,,15-Oct-18,37 S CA 79054 37440,
Manbij,Cross DML,,,15-Oct-18,37 SCA 79325 36876,
Manbij,Cross DML,,,15-Oct-18,,37SEV0085779010
Manbij,Cross DML,,,15-Oct-18,37 SCA 79325 36876,
Manbij,Cross DML,,,15-Oct-18,,37SEV0085779010
Manbij ,Cross DML,,,16-Oct-18,37 SCA 7920637213,
Manbij ,Cross DML,,,16-Oct-18,,37SEV0085779010
Raqqah,Attack,Poss Grenade,,16-Oct-18,37 SDV 94355 78878,
Shaddadi,IED,Attempted,,16-Oct-18,,
Manbij,Cross DML,,,17-Oct-18,37 SCA 78229 40113,
Manbij,Cross DML,,,17-Oct-18,,37SEV0085779010
Raqqah,IED,IED,,17-Oct-18,37SEV04327122,
Kobane,Cross Border,,,18-Oct-18,37SDA1358778636,
Shaddadi,IED,IED,,18-Oct-18,37 SFV 54668 89855,
Shaddadi,Jamming,,,18-Oct-18,37 SFV 5538 9094,
Tabqah,IED,Attempted,,18-Oct-18,37SDV80597859,
Manbij,Cross FLOT,,,19-Oct-18,37 S DA 04766 19192,
Manbij,Cross FLOT,,,19-Oct-18,,37SEV0085779010
Raqqah,Assassination,,,19-Oct-18,37SEV0292271001,
Manbij,Cross DML,,,20-Oct-18,37 SCA 91711 52823,
Manbij,Cross DML,,,20-Oct-18,,37SEV0085779010
Manbij,Cross DML,,,21-Oct-18,37 S CA 921295 53510,
Manbij,Cross DML,,,21-Oct-18,,37SEV0085779010
Manbij,Cross DML,,,21-Oct-18,,37SEV0085779010
Manbij,Cross DML,,,21-Oct-18,37SCA9173152815,
Manbij,Cross DML,,,21-Oct-18,37 S CA 93102 54908,
Manbij,Cross DML,,,21-Oct-18,,37SEV0085779010
Manbij,IED,IED,,21-Oct-18,37 S CA 95956 25802,
Raqqah,IED,IED,,21-Oct-18,37 S DV 99469 79767,
Kobane,Cross Border,,,22-Oct-18,37SDA1402576882,
Hasakah,IED,IED,,23-Oct-18,37 S FA 41763 50645,
Manbij,IED,IED,,23-Oct-18,37 S CA 93664 30306,
Manbij,Cross DML,,,24-Oct-18,37 S CA 80357 40792,
Manbij,Cross DML,,,24-Oct-18,,37SEV0085779010
Manbij,Cross DML,,,24-Oct-18,37 S CA 79517 52810,
Manbij,Cross DML,,,24-Oct-18,37 S DA 04618 55562,
Manbij,Cross DML,,,25-Oct-18,37 S CA 93520 55538,
Manbij,Cross DML,,,25-Oct-18,,37SEV0085779010
Manbij,Cross DML,,,26-Oct-18,37 S CA 78134 40013,
Manbij,Cross DML,,,26-Oct-18,,37SEV0085779010
Raqqah,Attack,Grenade,,26-Oct-18,37SEV0088579009,
Green Village,IED,IED,,27-Oct-18,37S FU 36629 87500,
Jarabulus,Cross Border,,,28-Oct-18,37SDA1447375813,
Jarabulus,Cross Border,,,28-Oct-18,37SDA1460475406,
Jarabulus,Cross Border,,,28-Oct-18,37SDA1428676118,
Kobane,Cross Border,,,28-Oct-18,37 SDA 25657 83356,
Manbij,Cross DML,,,28-Oct-18,37 SCA 78223 40111,
Manbij,Cross DML,,,28-Oct-18,,37SEV0085779010
Manbij,Cross DML,,,28-Oct-18,37 SCA 80555 34437,
Manbij,Cross DML,,,28-Oct-18,37 SCA 91735 52835,
Manbij,Cross DML,,,28-Oct-18,,37SEV0085779010
Manbij,Cross DML,,,28-Oct-18,37SCA9218153526,
Manbij,Cross DML,,,28-Oct-18,,37SEV0085779010
Green Village,IED,IED,,29-Oct-18,37S FU 30812 91164,
Manbij,Cross DML,,,29-Oct-18,"37SCA9170652823
",
Manbij,Cross DML,,,29-Oct-18,,37SEV0085779010
MERV,IED,IED,,29-Oct-18,37 S FU 64317 45952,
Manbij,Cross DML,,,30-Oct-18,37 S CA 91730 52813,
Manbij,Cross DML,,,30-Oct-18,"37SDA1209153677
",
Manbij,Cross DML,,,30-Oct-18,,37SEV0085779010
Raqqah,Attack,Grenade,,30-Oct-18,,
Tal Abyad,Cross Border,,,30-Oct-18,37 S DA 69560 67800,
Tal Abyad,Cross Border,,,30-Oct-18,37 S DA 96076 62096,
Kobane,Cross Border,,,31-Oct-18,37S DA 24913 84377,
Tal Abyad,Cross Border,,,31-Oct-18,37S DA 93695 61341,
Caripli,Cross Border,,,1-Nov-18,37SDA0029555450,
Manbij,Cross DML,,,1-Nov-18,37SCA8986351656,
Manbij,Cross DML,,,1-Nov-18,,37SEV0085779010
Manbij,Cross DML,,,1-Nov-18,37SCA8942550856,
Manbij,Cross DML,,,1-Nov-18,,37SEV0085779010
Manbij,Cross DML,,,1-Nov-18,,37SEV0085779010
Manbij,Cross DML,,,1-Nov-18,"37SCA9903655221
",
Manbij,Cross DML,,,1-Nov-18,37SDA0029555450,
Manbij,Cross DML,,,1-Nov-18,,37SEV0085779010
Manbij,IED,IED,,1-Nov-18,,
Manbij,IED,IED,,1-Nov-18,37SDA0753941597,
Manbij,IED,IED,,1-Nov-18,37SDA1756235382,
Tal Abyad,Cross Border,,,1-Nov-18,37S DA 89241 61113,
Tal Abyad,Cross Border,,,1-Nov-18,37SDA3414385065,
Manbij,Cross DML,,,2-Nov-18,37 SCA 79206 37213,
Manbij,Cross DML,,,2-Nov-18,,37SEV0085779010
Raqqah,Assassination,,,2-Nov-18,37SEV0020977742,
Tal Abyad,Cross Border,,,2-Nov-18,37 SDA 94838 61802,
Ayn Issa,IED,Attempted,,3-Nov-18,37SDA9560513149,
Green Village,Attack,SAF,,3-Nov-18,37SFU4882961814,
Kobane,Cross Border,,,3-Nov-18,37S DA 37391 84423 ,
Kobane,Cross Border,,,3-Nov-18,37S DA 37789 84263,
Raqqah,IED,IED,,3-Nov-18,37SEV0366477940,
Tal Abyad,Cross Border,,,3-Nov-18,37 SDA 96163 62104,
Tal Abyad,Cross Border,,,3-Nov-18,37SDA 96076 62096,
Tal Abyad,Cross Border,,,3-Nov-18,37S DA 94838 61802,
Baxdik,Cross Border,,,4-Nov-18,37S DA 72034 65005 ,
Hamrat,IED,IED,,4-Nov-18,37SEV1423174067,
Raqqah,IED,VBIED,,4-Nov-18,37SDV9984178834,
Tal Abyad,Cross Border,,,4-Nov-18,37S DA 93695 61341,
Manbij,Cross DML,,,5-Nov-18,37SCA9352055538,
Manbij,Cross DML,,,5-Nov-18,,37SEV0085779010
Manbij,Cross DML,,,5-Nov-18,,37SEV0085779010
Manbij,Cross DML,,,5-Nov-18,37SCA9173152815,
Manbij,Cross DML,,,5-Nov-18,37SCA9218253526,
Manbij,Cross DML,,,5-Nov-18,,37SEV0085779010
Manbij,IED,IED,,5-Nov-18,37SDA0438042385,
Raqqah,Assassination,Attempted,,5-Nov-18,37S EV 01871 78245,
Manbij,Cross DML,,,6-Nov-18,37SDA0029855453,
Manbij,Cross DML,,,6-Nov-18,,37SEV0085779010
Baxdik,Cross Border,,,7-Nov-18,37SDA 62770 71827 ,
Raqqah,Attack,Grenade,,7-Nov-18,37SEV0175178187,
Manbij,Cross DML,,,8-Nov-18,37SCA9601456797,
Raqqah,Attack,Poss Grenade,,9-Nov-18,37SEV0138278422,
Baxdik,Cross Border,,,10-Nov-18,37SDA 62770 71827 ,
Baxdik,Cross Border,,,10-Nov-18,37SDA 62770 71827 ,
Caripli,Cross Border,,,10-Nov-18,37SDA2307283361,
Caripli,Cross Border,,,10-Nov-18,37SDA1846681306,
Caripli,Cross Border,,,10-Nov-18,37SDA1403179250,
Caripli,Cross Border,,,10-Nov-18,37SDA1414278824,
Caripli,Cross Border,,,10-Nov-18,37SDA1393477073,
Caripli,Cross Border,,,10-Nov-18,37SDA1684779976,
Caripli,Cross Border,,,10-Nov-18,37S DA 18466 81306,
Caripli,Cross Border,,,10-Nov-18,37SDA 16847 79976 ,
Kobane,Cross Border,,,10-Nov-18,37SDA3414385065,
Manbij,Cross DML,,,10-Nov-18,37SCA8999552832,
Manbij,Cross DML,,,10-Nov-18,,37SEV0085779010
Manbij,Cross DML,,,10-Nov-18,,37SEV0085779010
Manbij,Cross DML,,,10-Nov-18,37SCA7869740490,
Manbij,Cross DML,,,10-Nov-18,37SCA8018141940,
Manbij,Cross DML,,,10-Nov-18,,37SEV0085779010
Manbij,Cross DML,,,10-Nov-18,,37SCA8989653267
Manbij,Cross DML,,,10-Nov-18,"37SCA8999151838
",
Manbij,Cross DML,,,10-Nov-18,37SCA9172952810,
Manbij,Cross DML,,,10-Nov-18,,37SCA8989653267
Manbij,Cross DML,,,10-Nov-18,37SCA8989653267,
Manbij,Cross DML,,,10-Nov-18,"37SDA0029855451
",
Manbij,Cross DML,,,10-Nov-18,37SCA9997356385,
Raqqah,assassination,,,10-Nov-18,37SEV0104780497,
Caripli,Cross Border,,,11-Nov-18,37S DA 14100 78777,
Caripli,Cross Border,,,11-Nov-18,37SDA1393477073,
Manbij,Cross DML,,,11-Nov-18,37SCA9000752855,
Manbij,Cross DML,,,11-Nov-18,37SDA0878654210,
Manbij,Cross DML,,,11-Nov-18,,37SEV0085779010
Manbij,Cross DML,,,11-Nov-18,37S CA 92195 53510,
Manbij,Cross DML,,,11-Nov-18,,37SCA8989653267
Manbij,Cross DML,,,11-Nov-18,37SDA1001054101,
Manbij,Cross DML,,,11-Nov-18,,37SEV0085779010
Manbij,Cross DML,,,11-Nov-18,37 SDA 08721 54129,
Manbij,Cross DML,,,11-Nov-18,,37SEV0085779010
Manbij,Cross DML,,,11-Nov-18,37SCA 80324 40792,
Manbij,Cross DML,,,11-Nov-18,37SCA 80280 41421,
Manbij,Cross DML,,,11-Nov-18,37SCA 87704 48767,
Manbij,Cross DML,,,11-Nov-18,37SCA 88904 48867,
Manbij,Cross DML,,,11-Nov-18,37SCA 89441 51418,
Manbij,Cross DML,,,11-Nov-18,37SCA 90937 53206,
Manbij,Cross DML,,,11-Nov-18,37SCA 91398 53407,
Manbij,Cross DML,,,11-Nov-18,37SDA 00087 55908,
Manbij,Cross DML,,,11-Nov-18, 37SDA 08533 54634,
Manbij,Cross DML,,,11-Nov-18,37SDA 30616 85039,
Manbij,Cross DML,,,11-Nov-18,37SDA 34143 85065,
Manbij,Cross DML,,,11-Nov-18,37SDA 37793 84626,
Manbij,Cross DML,,,11-Nov-18,37S DA 10139 54800,
Manbij,Cross DML,,,11-Nov-18,37SDA0012756026,
caripli,Jamming,,,12-Nov-18,37SDA 288 744,
Manbij,Attack,SAF,,12-Nov-18,37SDA0334645500,
Manbij,Cross DML,,,12-Nov-18,"37SCA8941750857
",
Manbij,Cross DML,,,12-Nov-18,,37SEV0085779010
Manbij,Cross DML,,,12-Nov-18,,37SEV0085779010
Manbij,Cross DML,,,12-Nov-18,"37SCA9173152815
",
Manbij City,Attack,SAF,,12-Nov-18,37SDA0334245498,
Manbij,Cross DML,,,13-Nov-18,"37SCA9317655028
",
Manbij,Cross DML,,,13-Nov-18,,37SEV0085779010
Manbij,Cross DML,,,13-Nov-18,,37SEV0085779010
Manbij,Cross DML,,,13-Nov-18,37SDA0246055729,
Manbij,Cross DML,,,14-Nov-18,,
Manbij,Cross DML,,,15-Nov-18,37S DA 15232 55349,
Manbij,Cross DML,,,15-Nov-18,"37SDA1523255340
",
Manbij,Cross DML,,,15-Nov-18,,37SEV0085779010
MERV,Jamming,,,15-Nov-18,37S FU 79772 22115,
Green Village,Cross River,,,16-Nov-18,37S FU 44788 62510,
Manbij,Cross DML,,,16-Nov-18,37S CA 92836 55228,
Manbij,Cross DML,,,16-Nov-18,37S CA 88452 51439,
Manbij,Cross DML,,,17-Nov-18,"37SCA8685446316
",
Manbij,Cross DML,,,17-Nov-18,,37SEV0085779010
Manbij,Cross DML,,,17-Nov-18,37S CA 86813 46343,
Manbij,Cross DML,,,17-Nov-18,37SCA7983137,
Raqqah,Attack,Grenade,,17-Nov-18,37SEV0079978930,
Raqqah,Cross FLOT,,,17-Nov-18,37SEV1794965124,
Tal Abyad,Cross Border,,,17-Nov-18,37S DA 95829 61765,
Manbij,Cross DML,,,18-Nov-18,37S DA 00253 55457,
Manbij,Cross DML,,,19-Nov-18,37S DA 00242 55498,
Tal Abyad,Cross Border,,,19-Nov-18,37S DA 94759 61692,
Manbij,Cross DML,,,20-Nov-18,37SCA9172752812,
Manbij,Cross DML,,,20-Nov-18,37SCA9173152815,
Manbij,Cross DML,,,20-Nov-18,,37SEV0085779010
Manbij,Cross DML,,,20-Nov-18,,37SEV0085779010
Manbij,Cross DML,,,20-Nov-18,37SDA0878754207,
Manbij,IED,IED,,20-Nov-18,37SDA0834242955,
Qamishli,Cross Border,,,20-Nov-18,37SFB9998405250,
Manbij,Cross DML,,,21-Nov-18,37S DA 00248 55466,
Manbij,Cross DML,,,21-Nov-18,37S DA 08786 54210,
Manbij,Cross DML,,,21-Nov-18,37S CA 94376 56021,
Qamishli,Cross Border,,,21-Nov-18,37SFB89723 06961,
Tal Abyad,Cross Border,,,21-Nov-18,37 SEA 06459 61586,
Manbij,Cross DML,,,22-Nov-18,37SCA9317655028,
Manbij,Cross DML,,,22-Nov-18,,37SEV0085779010
Raqqah,Attack,Grenade,,23-Nov-18,37S DV 86523 97664,
Tal Abyad,Cross Border,,,23-Nov-18,37SDA 87421 61316,
Manbij,Cross DML,,,24-Nov-18,37 SDA 0292455583,
Manbij,Cross FLOT,,,24-Nov-18,37SCA 8103734502,
Manbij,IED,IED,,24-Nov-18,37SDA 05586 43758,
MERV,Attack,SAF ,,24-Nov-18,37SFU6427351463,
Dayr az Zawr,Cross FLOT,,,25-Nov-18,37S FV 03004 14688,
Manbij,Cross DML,,,26-Nov-18,37SCA 78224 40112,
Qamishli,Attack,SAFIRE @ Aircraft,,26-Nov-18,37SGA0049190795,
Ras al Ayn,Cross Border,,,26-Nov-18,37S EA 48055 62242,
Ras al Ayn,Cross Border,,,26-Nov-18,37S EA 48055 62242,
Tal Abyad,Cross Border,,,26-Nov-18,37S DA 92621 61758,
Dayr az Zawr,Cross FLOT,,,27-Nov-18,37S EV 97472 21567,
Dayr az Zawr,Cross FLOT,,,27-Nov-18,37S FU 28383 89356,
Dayr az Zawr,Cross FLOT,,,27-Nov-18,37S FU 29271 88399,
Dayr az Zawr,Cross FLOT,,,27-Nov-18,37S FU 32315 86059,
Manbij,Cross FLOT,,,27-Nov-18,37S DA 05150 18968,
Raqqah,IED,IED,,27-Nov-18,37S EV 01236 78910,
Tal Abyad,Cross Border,,,27-Nov-18,37S EA 15390 57761,
Tal Abyad,Cross Border,,,27-Nov-18,37S EA 41588 60495 ,
Manbij,Cross DML,,,28-Nov-18,37S DA 03723 55043,
Ras al Ayn,Cross Border,,,28-Nov-18,37S EA 62989 66519,
Manbij,Cross DML,,,29-Nov-18,"37SCA9173752816
",
Manbij,Cross DML,,,29-Nov-18,,37SEV0085779010
Raqqah,IED,IED,,29-Nov-18,37S DV 97698 90863,
Ras al Ayn,Cross Border,,,29-Nov-18,37S EA 98178 80083,
Ras al Ayn,Cross Border,,,29-Nov-18,37S FA 00726 80381,
Tal Abyad,Cross Border,,,29-Nov-18,37S EA 15390 57761 ,
Tal Abyad,Cross Border,,,29-Nov-18,37SEA4159360479,
Tal Abyad,Cross Border,,,29-Nov-18,37SEA3384460139,
Dayr az Zawr,Attack,SAF,,30-Nov-18,37S FV 2278 0224,
Manbij,Cross DML,,,30-Nov-18,37SCA8999151838,
Manbij,Cross DML,,,30-Nov-18,,37SEV0085779010
Manbij,Cross DML,,,30-Nov-18,37S CA 89397 50866,
Manbij,Cross DML,,,30-Nov-18,,37SEV0085779010
Manbij,Cross DML,,,30-Nov-18,37S DA 01662 20534,
Manbij,Cross DML,,,30-Nov-18,37S CA 93027 54981,
Manbij,Cross DML,,,30-Nov-18,,37SEV0085779010
Manbij,Cross DML,,,1-Dec-18,37S DA 06448 54365,
Manbij,Cross DML,,,1-Dec-18,,37SEV0085779010
Manbij,Cross DML,,,1-Dec-18,,37SEV0085779010
Manbij,Cross DML,,,1-Dec-18,37S DA 07280 53693,
Manbij,Cross DML,,,1-Dec-18,37S DA 00291 55454,
Manbij,Cross DML,,,1-Dec-18,37S CA 78092 40258,
Manbij,Cross DML,,,1-Dec-18,37S DA 00291 55454,
Manbij,Cross DML,,,1-Dec-18,37SDA 00297 55451,
Manbij,Cross DML,,,1-Dec-18,37SCA 94395 56000,
Manbij,Cross DML,,,1-Dec-18,,37SEV0085779010
Manbij,Cross DML,,,1-Dec-18,37SCA 93193 54916,
Manbij,Cross DML,,,1-Dec-18,37SCA 91731 52816,
Manbij,Cross DML,,,1-Dec-18,,37SCA8989653267
Manbij,Cross DML,,,1-Dec-18,37SCA 89417 50857,
Manbij,Cross DML,,,1-Dec-18,37SCA7822740291,
Manbij,Cross DML,,,1-Dec-18,,37SEV0085779010
Manbij,Cross DML,,,1-Dec-18,,37SEV0085779010
Manbij,Cross DML,,,1-Dec-18,37SCA7822340111,
Manbij,Cross DML,,,1-Dec-18,37SDA0028155459,
Manbij,Cross DML,,,1-Dec-18,,37SEV0085779010
Manbij,Cross DML,,,1-Dec-18,,37SEV0085779010
Manbij,Cross DML,,,1-Dec-18,37SCA7822740291,
Manbij,Cross DML,,,1-Dec-18,37SCA7822340111,
Manbij,Cross DML,,,1-Dec-18,,37SEV0085779010
Manbij,Cross DML,,,2-Dec-18,37S DA 02233 20095,
Manbij,Cross DML,,,2-Dec-18,,37SEV0085779010
Manbij,Cross DML,,,2-Dec-18,,37SEV0085779010
Manbij,Cross DML,,,2-Dec-18,37SCA8999151838,
Manbij,Cross DML,,,2-Dec-18,37SCA8941750857,
Manbij,Cross DML,,,2-Dec-18,,37SEV0085779010
Manbij,Cross DML,,,2-Dec-18,,37SEV0085779010
Manbij,Cross DML,,,2-Dec-18,37SDA0029755451,
Manbij,Cross DML,,,2-Dec-18,37SDA0029755451,
Manbij,Cross DML,,,2-Dec-18,37SDA 05332 54492,
Manbij,Cross DML,,,2-Dec-18,37S CA 91726 52828,
Manbij,Cross DML,,,2-Dec-18,,37SEV0085779010
Manbij,Cross DML,,,2-Dec-18,37S CA 93182 54919,
Manbij,Cross DML,,,2-Dec-18,37SCA9172652828,
Manbij,Cross DML,,,2-Dec-18,,37SEV0085779010
Manbij,Cross DML,,,2-Dec-18,,37SEV0085779010
Manbij,Cross DML,,,2-Dec-18,37SDA1651556481,
Manbij,Cross DML,,,2-Dec-18,37SCA9317655028,
Manbij,Cross DML,,,2-Dec-18,,37SEV0085779010
Manbij,Cross DML,,,2-Dec-18,,37SEV0085779010
Manbij,Cross DML,,,2-Dec-18,37SCA8964351274,
Manbij,Cross DML,,,2-Dec-18,37SCA9317655028,
Manbij,Cross DML,,,2-Dec-18,,37SEV0085779010
Manbij,Cross DML,,,2-Dec-18,,37SEV0085779010
Manbij,Cross DML,,,2-Dec-18,37SDA1651556481,
Manbij,Cross DML,,,2-Dec-18,37S DA 15939 55682,
Manbij,Cross DML,,,2-Dec-18,37S DA 15227 55374,
MERV,Cross FLOT,,,2-Dec-18,37SFU6393545992,
Raqqah,Attack,Grenade,,2-Dec-18,37SEV0169577707,
Raqqah,Attack,Grenade,,2-Dec-18,37SEV0078678011,
Raqqah,IED,IED,,2-Dec-18,37S EV 35044 68467,
Ras al Ayn,Cross Border,,,2-Dec-18,37S FA 10799 84597,
Ras al Ayn,Cross Border,,,2-Dec-18,37S EA 75873 68344,
Ras al Ayn,Cross Border,,,2-Dec-18,37S FA 21325 92148,
Ras al Ayn,Cross Border,,,3-Dec-18,37S FA 10795 84588,
Ras al Ayn,Cross Border,,,3-Dec-18,37SFA1079584588,
Ras al Ayn,Cross Border,,,3-Dec-18,37SFA0562382311,
Tal Abyad,Cross Border,,,3-Dec-18,37SEA4842859888,
Manbij,Cross DML,,,4-Dec-18,37S DA 15227 55374,
Manbij,Cross DML,,,4-Dec-18,37S DA 00285 55460,
Manbij,Cross DML,,,4-Dec-18,37S CA 83565 32621,
Manbij,Cross DML,,,4-Dec-18,37SCA9319354916,
Manbij,Cross DML,,,4-Dec-18,,37SEV0085779010
Hajin,Attack,IDF,,5-Dec-18,37S FU 64411 45995,
Manbij,Cross DML,Cross River,,5-Dec-18,37SDA1913762011,
Ras al Ayn,Cross Border,,,5-Dec-18,37S EA 98178 80003,
Manbij,Cross DML,,,6-Dec-18,37S DA 08872 54482,
Raqqah,IED,IED,,6-Dec-18,37SEV0090778342,
Suwaidon,Attack,SAF,,6-Dec-18,37S FU 46529 63214 ,
Tal Abyad,Cross Border,,,6-Dec-18,37SEA1985557693,
Tal Abyad,Cross Border,,,6-Dec-18,37SEA3793260206,
Kobane,Cross Border,,,7-Dec-18,37S DA 24074 83302,
Manbij,Cross DML,,,7-Dec-18,37S CA 88313 45862         ,
Manbij,Cross DML,,,7-Dec-18,,37SEV0085779010
Manbij,Cross DML,,,7-Dec-18,,37SEV0085779010
Manbij,Cross DML,,,7-Dec-18, 37S DA 02921 55671,
