AREA,Event,Sub-Category,Time of Event,DOI,MGRS FRIENDLY,MGRS NON PARTNER 
Manbij,Cross DML,,,7-Dec-18,37S CA 93176 54915,
Manbij,Cross DML,,,7-Dec-18,,37SEV0085779010
Manbij,Cross FLOT,,,7-Dec-18,,37SEV0085779010
Manbij,Cross FLOT,,,7-Dec-18,37SCA 86362 46137,
Manbij,Cross FLOT,,,7-Dec-18,37SDA 02899 55587,
Manbij,Cross FLOT,,,7-Dec-18,,37SEV0085779010
Manbij,Cross FLOT,,,7-Dec-18,,37SEV0085779010
Manbij,Cross FLOT,,,7-Dec-18,37SCA 93176 54915,
Manbij,Cross FLOT,,,7-Dec-18,37SCA 93176 55228,
Manbij,Cross FLOT,,,7-Dec-18,,37SEV0085779010
Ras al Ayn,Cross Border,,,7-Dec-18,37SEA7448167768,
Ras al Ayn,Cross Border,,,7-Dec-18,,37SEV0085779010
Dayr az Zawr,Cross FLOT,,,8-Dec-18,37SFV 17120 09680,
Manbij,Cross DML,,,8-Dec-18,37SCA9320554910,
Manbij,Cross DML,,,8-Dec-18,,37SEV0085779010
Manbij,Cross DML,,,8-Dec-18,,37SEV0085779010
Manbij,Cross DML,,,8-Dec-18,37SDA0246255696,
Manbij,Cross DML,,,8-Dec-18,37SDA0643754340,
Manbij,Cross DML,,,8-Dec-18,,37SEV0085779010
Manbij,Cross DML,,,8-Dec-18,,37S DA 04674 53168
Manbij,Cross DML,,,8-Dec-18,37S DA 04674 53168,
Manbij,Cross FLOT,,,8-Dec-18,37SDA 06437 54340,
Manbij,Cross FLOT,,,8-Dec-18,,37SEV0085779010
Manbij,Cross FLOT,,,8-Dec-18,37SDA 02462 55676,
Manbij,Cross FLOT,,,8-Dec-18,,37SEV0085779010
Manbij,Cross Border,,,9-Dec-18,37SEA3794060206,
Manbij,Cross FLOT,,,9-Dec-18,37SEA 01950 60332,
Tal Abyad,Cross Border,,,9-Dec-18,37SEA0195060332,
Tal Abyad,Cross Border,,,9-Dec-18,37S EA 036 622,
Tal Abyad,Cross Border,,,9-Dec-18,37SEA4145760428,
Umm Julud,Cross DML,,,9-Dec-18,37S CA 91731 52816,
Kobane,Cross Border,,,10-Dec-18,37S DA 32939 85577,
Manbij,Cross DML,,,10-Dec-18,37S CA 81036 34501,
Manbij,Cross DML,,,10-Dec-18,,37SEV0085779010
Manbij,Cross DML,,,10-Dec-18,,37SEV0085779010
Manbij,Cross DML,,,10-Dec-18,37S CA 91731 52816,
Manbij,Cross DML,,,10-Dec-18,37S CA 93193 54909,
Manbij,Cross DML,,,10-Dec-18,,37SEV0085779010
Manbij,Cross FLOT,,,10-Dec-18,,37SEV0085779010
Manbij,Cross FLOT,,,10-Dec-18,37SCA 95003 56261,
Tal Abyad,Cross Border,,,10-Dec-18,37SEA1530857657,
Tal Abyad,Cross Border,,,10-Dec-18,,37SEV0085779010
Manbij,Cross DML,,,11-Dec-18,37SDA0208656073,
Manbij,Cross DML,,,11-Dec-18,,37SEV0085779010
Manbij,Cross FLOT,,,11-Dec-18,,37SEV0085779010
Manbij,Cross FLOT,,,11-Dec-18,37SCA 84098 32683,
Manbij,Cross FLOT,,,11-Dec-18,37S FU 67571 33881,
Manbij,Cross FLOT,,,11-Dec-18,,37SEV0085779010
Manbij,Cross FLOT,,,11-Dec-18,37S CA 87146 32009,
Raqqah,IED,IED,,11-Dec-18,37S EV 00456 78557,
Raqqah,IED,ERW,,11-Dec-18,37S DV 99007 79646,
Manbij,Cross DML,,,12-Dec-18,37S CA 94394 56571,
Manbij,IED,IED,,12-Dec-18,37S DA 06167 43969,
Raqqah,IED,IED,,12-Dec-18,37S EV 00500 71831,
Ras al Ayn,Cross Border,,,12-Dec-18,37S FA 10797 84588,
Ras al Ayn,Cross Border,,,12-Dec-18,37S FA 05739 81517,
Ras al Ayn,Cross Border,,,12-Dec-18,37S FA 00348 81021,
Manbij,Cross DML,,,13-Dec-18,37S CA 95024 56243,
Manbij,Cross DML,,,13-Dec-18,,37SEV0085779010
Manbij,Cross DML,,,13-Dec-18,37SDA0995654072,
Manbij,Cross DML,,,13-Dec-18,37SCA9328953869,
Manbij,Cross DML,,,13-Dec-18,37SCA9328953869,
Manbij,Cross DML,,,13-Dec-18,37SCA9178553489,
Manbij,Cross DML,,,13-Dec-18,37SCA 94374 55957,
Manbij,Cross DML,,,13-Dec-18,,37SEV0085779010
Manbij,Cross DML,,,13-Dec-18,,37SEV0085779010
Manbij,Cross DML,,,13-Dec-18,37SDA 02926 55574,
Manbij,Cross DML,,,13-Dec-18,37SCA 94389 55992,
Manbij,Cross DML,,,13-Dec-18,,37SEV0085779010
Ras al Ayn,Cross Border,,,13-Dec-18,37S FA 16715 88474 ,
Tal Abyad,Cross Border,,,13-Dec-18,37S EA 11149 59131,
Darbasiyah,Cross Border,,,14-Dec-18,37SFB6363008276,
Darbasiyah,Cross Border,,,14-Dec-18,,37SEV0085779010
Manbij,Cross DML,,,14-Dec-18,,37SEV0085779010
Manbij,Cross DML,,,14-Dec-18,37SCA 95024 56243,
Manbij,Cross DML,,,14-Dec-18,37S CA 86854 46316,
Manbij,Cross DML,,,14-Dec-18,,37SEV0085779010
Manbij,Cross DML,,,14-Dec-18,,37SEV0085779010
Manbij,Cross DML,,,14-Dec-18,37SCA9317655028,
Manbij,Cross DML,,,14-Dec-18,37SCA9219553501,
Manbij,Cross DML,,,14-Dec-18,,37SEV0085779010
Manbij,Cross DML,,,14-Dec-18,,37SEV0085779010
Manbij,Cross DML,,,14-Dec-18,37SDA 00297 55451,
Manbij,Cross DML,,,14-Dec-18,37SDA 06438 54344,
Manbij,Cross DML,,,14-Dec-18,,37SEV0085779010
Manbij,Cross DML,,,14-Dec-18,37SDA 00297 55451,
Manbij,Cross DML,,,14-Dec-18,,37SEV0085779010
Tal Diyab,Cross Border,,,14-Dec-18,37S FA 16715 88474 ,
Raqqah,Assassination,,,15-Dec-18,37S EV 01151 78428,
Raqqah,Assassination,,,15-Dec-18,37S EV 00745 77309,
Raqqah,Attack,Grenade,,15-Dec-18,37SDV9974379191,
Raqqah,IED,IED,,15-Dec-18,37S EV01205 77960,
Manbij,Assassination,,,16-Dec-18,37SDA 03954 40862,
Ras Al Ayn,Media,Media Engagement,,16-Dec-18,37S EA 90658 73610,
Manbij,Cross DML,,,18-Dec-18,37S DA 02931 55633,
Manbij,Cross DML,,,18-Dec-18,,37SEV0085779010
Raqqah,IED,Attempted,,18-Dec-18,37S DV 99971 80142,
Dayr az Zawr,Attack,SAF,,19-Dec-18,37S FU 46852 68123,
Dayr az Zawr,Cross River,,,19-Dec-18,37S FU 43807 65651,
Green Village,Cross River,,,20-Dec-18,37S FU 66250 37726 ,
Hajin,Cross River,,,20-Dec-18,,37SEV0085779010
Hajin,Cross River,,,20-Dec-18,37S FU 66858 38526,
Jarabulus,Cross River,,,20-Dec-18,37SDA1367272007,
Jarabulus,Cross River,,,20-Dec-18,,37SEV0085779010
LCF,Civil Disturbance,Protest,,20-Dec-18,37SDA6288445044,
LCF,Civil Disturbance,Protest,,20-Dec-18,37SDA6317045594,
Manbij,Cross DML,,,20-Dec-18,37S CA 95003 56261,
Manbij,Cross DML,,,20-Dec-18,,37SEV0085779010
Manbij,Cross DML,,,20-Dec-18,37S CA 95003 56261,
Manbij,Cross DML,,,20-Dec-18,37SCA9437455957,
Raqqah,IED,ERW,,20-Dec-18,37S EV 00899 79032,
Raqqah,IED,IED,,20-Dec-18,37S DV 99659 80152,
Kobani,Attack,SAFIRE @ Aircraft,,21-Dec-18,37SDA 36835391,
Manbij,Cross DML,,,21-Dec-18,37SCA9437455957,
Manbij,Cross DML,,,21-Dec-18,37S DA 00297 55451,
Manbij,Cross DML,,,21-Dec-18,,37SEV0085779010
Tal Abyad,Cross Border,,,21-Dec-18,37S DA 9632 6221,
Manbij,Cross DML,,,22-Dec-18,,37SEV0085779010
Manbij,Cross DML,,,22-Dec-18,37S CA 87947 31403,
Manbij,Cross DML,,,22-Dec-18,37SCA9438955992,
Raqqah,Attack,Grenade,,22-Dec-18,37S EV 01648 77760,
Tal Abyad,Cross Border,,,22-Dec-18,37S DA 9632 6221,
Tal Abyad,Cross Border,,,22-Dec-18,37S DA 9632 6221,
Manbij,Cross DML,,,23-Dec-18,37S CA 99032 55656,
Manbij,Cross DML,,,23-Dec-18,,37SEV0085779010
Manbij,Cross DML,,,23-Dec-18,,37SEV0085779010
Manbij,Cross DML,,,23-Dec-18,37S CA 93869 55549,
Manbij,Cross DML,,,23-Dec-18,37S CA 94389 55992,
Manbij,Cross DML,,,23-Dec-18,,37SEV0085779010
Manbij,IED,IED,,23-Dec-18,37S DA 04799 40858,
Raqqah,IED,ERW,,23-Dec-18,37S EV 01205 77991,
Shaddadi ,Media,Media Engagement,,23-Dec-18,37SFV5574991700,
Shaddadi,Civil Disturbance,,,23-Dec-18,37S FV 55749 91700,
Manbij,Cross DML,,,24-Dec-18,37S CA 96924 56829,
Manbij,Cross DML,,,24-Dec-18,,37SEV0085779010
Manbij,Cross DML,,,24-Dec-18,,37SEV0085779010
Manbij,Cross DML,,,24-Dec-18,37SCA9500356261,
Manbij,Cross DML,,,24-Dec-18,37SDA0208656033,
Manbij,Cross DML,,,24-Dec-18,,37SEV0085779010
Manbij,Cross DML,,,24-Dec-18,37SDA0311656262,
Raqqah,IED,IED Cache,,24-Dec-18,37S DV 99671 78194,
Manbij,Cross DML,,,25-Dec-18,37SDA0311656262,
Manbij,Cross DML,,,25-Dec-18,37SCA8999151838,
Manbij,Cross DML,,,25-Dec-18,,37SEV0085779010
Raqqah,Attack,SAF,,25-Dec-18,37S DV 94115 78972,
Ayn Issa ,Media,Media Engagement,,26-Dec-18,,
Green Village ,Cross River,,,26-Dec-18,37S FU 33753 82488,
Green Village ,Cross River,,,26-Dec-18,,37SEV0085779010
Manbij,Civil Disturbance,Rally,,26-Dec-18,37SDA0687941562,
Manbij,Cross DML,,,26-Dec-18,37S DA 02923 55581,
Manbij,Cross DML,,,26-Dec-18,,37SEV0085779010
Cairo,IED,IED,,28-Dec-18,,
Darbasiyah,Cross Border,,,28-Dec-18,37SFB6545408569,
Darbasiyah,Cross Border,,,28-Dec-18,,37SEV0085779010
Hajin,Cross River,,,28-Dec-18,,37SEV0085779010
Hajin,Cross River,,,28-Dec-18,37S FU 72409 40787 ,
Manbij,IED,IED,,28-Dec-18,37S DA 04823 42180,
Manbij,Jamming,,,28-Dec-18,37SDA0266949620,
Manbij,Jamming,,,28-Dec-18,37S CA 94821 39553,
Manbij,Jamming,,,28-Dec-18,,37SEV0085779010
Tal Abyad,Cross Border,,,28-Dec-18,,37SEV0085779010
Tal Abyad,Cross Border,,,28-Dec-18,37S EA 11265 59189 ,
Manbij,Cross DML,,,28-Dec-18,37S CA 86700 48760 ,
Manbij,Cross DML,,,28-Dec-18,,37S CA 88624 48948
Dayr Az Zawr,Assassination,,,29-Dec-18,37SFA3622418784,
Hajin,IED,IED,,29-Dec-18,37SFU 64402 45941,
Manbij,Cross DML,,,29-Dec-18,37S DA 00300 55471 ,
Manbij,Cross DML,,,29-Dec-18,,37SEV0085779010
Manbij,Cross DML,,,29-Dec-18,37S DA 00300 55471,
Manbij,Cross DML,,,29-Dec-18,,37SEV0085779010
Manbij,Cross DML,,,29-Dec-18,37SCA 99039 55618,
Manbij,Cross DML,,,29-Dec-18,,37SEV0085779010
Manbij,Cross DML,,,30-Dec-18,37S DA 16518 56488,
Manbij,Cross DML,,,30-Dec-18,,37SEV0085779010
Ras al Ayn,Cross Border,,,30-Dec-18,37SEA6299766528,
Ras al Ayn,Cross Border,,,30-Dec-18,,37SEV0085779010
Manbij,Cross DML,,,31-Dec-18,37S CA 96964 56838,
Manbij,Cross DML,,,31-Dec-18,,37SEV0085779010
Manbij,Cross DML,,,31-Dec-18,,37SEV0085779010
Manbij,Cross DML,,,31-Dec-18,37S CA 96964 56838,
Derrik,Cross Border,,,31-Dec-18,38S KG 46104 18233,
Derrik,Cross Border,,,31-Dec-18,,37SEV0085779010
Derrik,Cross Border,,,31-Dec-18,,37SEV0085779010
Manbij,Cross DML,,,31-Dec-18,37SCA9515756384,
Manbij,Cross DML,,,31-Dec-18,,37SEV0085779010
Manbij,Cross DML,,,31-Dec-18,,37SEV0085779010
Manbij,Cross DML,,,31-Dec-18,37S DA 09023 54657 ,
Tal Abyad,Cross Border,,,31-Dec-18,37S EA 01950 60331,
Tal Abyad,Cross Border,,,31-Dec-18,,37SEV0085779010
Manbij,Cross DML,SAF,,1-Jan-19,37S CA 99039 55618 ,
Manbij,Cross DML,SAF,,1-Jan-19,,37SEV0085779010
Manbij,Cross DML,DSHKA,,1-Jan-19,37SCA8107334594,
Manbij,Cross DML,DSHKA,,1-Jan-19,37SCA8356532699,
Manbij,Cross DML,DSHKA,,2-Jan-19,37S CA 93176 55028,
Manbij,Cross DML,DSHKA,,2-Jan-19,,37SEV0085779010
Manbij,Cross DML,SAF,,2-Jan-19,,37SEV0085779010
Manbij,Cross DML,SAF,,2-Jan-19,37S CA 89685 51351,
Manbij,Media,Media Engagement,,2-Jan-19,37SDA0620942992,
Manbij,Cross DML,SAF,,3-Jan-19,37S CA 96420 56821,
Manbij,Cross DML,SAF,,3-Jan-19,,37SEV0085779010
Manbij,Cross DML,SAF,,3-Jan-19,,37SEV0085779010
Manbij,Cross DML,SAF,,3-Jan-19,37S CA 96420 56821,
Manbij,Cross DML,SAF,,3-Jan-19,37S CA 89643 51274,
Manbij,Cross DML,DSHKA,,4-Jan-19,37S CA 90853 55855 ,
Manbij,Cross DML,DSHKA,,4-Jan-19,,37SEV0085779010
Manbij,Cross DML,,,4-Jan-19,37S CA 96926 56829 ,
Manbij,Cross DML,,,4-Jan-19,,37SEV0085779010
Ayn Issa ,Media,Media Engagement,,5-Jan-19,37S DA 87541 26939,
Manbij,Cross DML,DSHKA,,5-Jan-19,37S CA 78223 40111 ,
Manbij,Cross DML,DSHKA,,5-Jan-19,37S CA 79325 36876 ,
Raqqah,IED,,,5-Jan-19,37S DV 97727 80092,
Manbij,Cross DML,DSHKA,,5-Jan-19,,37SEV0085779010
Manbij,Cross DML,DSHKA,,5-Jan-19,,37SEV0085779010
Raqqah,Attack,SVIED & SAF,,7-Jan-19,37S EV 00801 78947,
Hajin,IED,IED,,8-Jan-19,37S FU 75869 37083,
Hajin,IED,IED,,8-Jan-19,37S FU 75856 37081,
Hajin,IED,IED,,8-Jan-19, 37S FU 75767 37030,
Manbij,IED,IED,,8-Jan-19,37SDA 08855 43268 ,
Manbij ,Cross DML,Illum Rounds,,8-Jan-19,37SCA9696456838,
Manbij ,Cross DML,Illum Rounds,,8-Jan-19,37SCA9696456838,
Manbij ,Cross DML,Illum Rounds,,8-Jan-19,37SCA9696456838,
Manbij ,Cross DML,Illum Rounds,,8-Jan-19,,37SEV0085779010
Manbij ,Cross DML,Illum Rounds,,8-Jan-19,,37SEV0085779010
Manbij ,Cross DML,Illum Rounds,,8-Jan-19,,37SEV0085779010
Manbij ,Cross DML,Illum Rounds,,8-Jan-19,,37SEV0085779010
Manbij ,Cross DML,Illum Rounds,,8-Jan-19,37SCA9820956172,
Manbij ,Cross DML,Illum Rounds,,8-Jan-19,37SCA9820956172,
Manbij ,Cross DML,Illum Rounds,,8-Jan-19,,37SEV0085779010
Raqqah,IED,VBIED,,8-Jan-19,37S DV 99531 78988,
Manbij,Cross DML,DSHKA,,11-Jan-19,37S DA 12026 53779 ,
Manbij,Cross DML,DSHKA,,11-Jan-19,,37SEV0085779010
Manbij,Defection,TSO,,12-Jan-19,,
Manbij,IED,IED,,12-Jan-19,37S DA 04213 40879,
MERV,Cross Border SY-IZ,,,12-Jan-19,,
Raqqah,IED,RCIED,,12-Jan-19,37S EV 01606 80203,
Raqqah,IED,ERW,,12-Jan-19,37S DV 99512 79783,
Ras Al Ayn,Media,Media Engagement,,12-Jan-19,37SFA 24878 59258,
Manbij,Cross DML,DSHKA,,13-Jan-19,37S CA 85076 32695,
Manbij,Cross DML,DSHKA,,13-Jan-19,,37SEV0085779010
Manbij,Cross DML,DSHKA,,13-Jan-19,,37S DA 00281 55459
Manbij,Cross DML,DSHKA,,13-Jan-19,37S DA 00040 56409,
Manbij,Cross DML,DSHKA,,13-Jan-19,37S DA 00157 56262,
Manbij,Cross DML,DSHKA,,13-Jan-19,,37SEV0085779010
Manbij,IED,IED,,13-Jan-19,37S CA 98599 40935,
MERV,Jamming,Possible Jamming,,13-Jan-19,37S FU 79524 23742,
MERV,Jamming,,,13-Jan-19,37S FU 76436 27586,
Ras Al Ayn,Cross Border,Non-Kinetic,,13-Jan-19,37S EA 88830 74023,
Suwar,Attack,US TIC,,13-Jan-19,37S FU 2799 9663,
Suwar,Attack,US TIC,,13-Jan-19,,37SEV0085779010
As Shafah,Media,Media Engagement,,14-Jan-19,37S FU 77528 27848,
Raqqah,IED,IED,,14-Jan-19,37S EV 02633 78697 ,
Raqqah,IED,IED Recovered,,14-Jan-19,37S EV 00349 80452,
Tal Abyad,Cross Border,SAF,,14-Jan-19,37S DA96910 61615,
Tal Abyad,Cross Border,SAF,,14-Jan-19,,37SEV0085779010
As Susah,Miscellaneous,,,15-Jan-19,37S FU 77530 27861,
Manbij,Cross DML,DSHKA,,15-Jan-19,37S DA 00306 55458,
Manbij,Cross DML,DSHKA,,15-Jan-19,,37SEV0085779010
Manbij,Cross DML,SAF,,15-Jan-19,37S CA 8999 5183,
Manbij,Cross DML,SAF,,15-Jan-19,,37S CA 8838 5190
Manbij,IED,IED,,16-Jan-19,37S DA 06128 42965,
Manbij,Cross DML,DSHKA,,17-Jan-19,37S CA 78218 40115,
Manbij,Cross DML,DSHKA,,17-Jan-19,,37SEV0085779010
Manbij,IED,IED,,17-Jan-19,37S DA 04954 43574,
Manbij,Cross DML,SAF,,18-Jan-19,37S DA 10018 48407,
Manbij,Cross DML,SAF,,18-Jan-19,37S CA 89429 51140,
Manbij,Cross DML,SAF,,18-Jan-19,,37SEV0085779010
Manbij,Cross DML,DSHKA,,18-Jan-19,37S CA 99045 55577,
Manbij,Cross DML,DSHKA,,18-Jan-19,,37SEV0085779010
Green Village,Cross River,,,19-Jan-19,37S FU 40470 71348,
Manbij,Cross DML,Illum Rounds,,19-Jan-19,37SCA 79356 37158,
Manbij,Cross DML,SDF @ FSA,,19-Jan-19,37S CA 89617 51310,
Manbij,Cross DML,SDF @ FSA,,19-Jan-19,,37S CA 89617 51310
Manbij,Cross DML,SAF,,19-Jan-19,,37S CA 95003 56261
Manbij,Cross DML,SAF,,19-Jan-19,37S CA 94607 56612,
Tal Abyad,Cross Border,IR Beam,,19-Jan-19,,37S DA 96214 62550
Turkey ,Cross Border,IR Beam,,19-Jan-19,,37S DA 96214 62550
Manbij,Cross DML,Illum Rounds,,20-Jan-19,37S CA 9221 5350,
Raqqah,Civil Disturbance,Demonstration,,20-Jan-19,37SDV 97705 89921,
Raqqah ,IED,IED,,20-Jan-19,37S EV 02438 78288,
Manbij,Cross DML,DSHKA,,21-Jan-19,37S CA 85077 42928,
Manbij,Cross DML,DSHKA,,21-Jan-19,,37SEV0085779010
Green Village ,Attack,SAF,,22-Jan-19,37S FU 33803 89030,
Raqqah,Attack,SAF,,22-Jan-19,37S EV 07154 76836,
Raqqah,IED,IED,,22-Jan-19,37S DV 99163 79844,
Raqqah,Assassination,Murder,,22-Jan-19,37S EV 02786 81011,
Shaddadi,Attack,US TIC,,22-Jan-19,37S FA 51514 08473,
Mansurah,Assassination,Murder,,23-Jan-19,37SDV7680767335,
Raqqah,Civil Disturbance,Regime Flag,,24-Jan-19,37S DV 94534 78978,
Manbij,Cross DML,DSHKA,,25-Jan-19,37S CA 88616 48124,
Manbij,IED,IED,,25-Jan-19,37S DA 28779 54386,
Manbij,IED,IED,,25-Jan-19,37S CA 95155 25887,
Marashida,Cross FLOT,,,25-Jan-19,37S FU 77319 18386,
Marashida,Cross FLOT,,,25-Jan-19,,37SEV0085779010
MERV,Cross Border SY-IZ,IA IDF Friendly Fire,,25-Jan-19,37S FU 80107 17147,
Turkey ,Cross Border,IR Beam,,25-Jan-19,,37S DA 96214 62550
Manbij,Cross DML,DSHKA,,26-Jan-19,37S CA 88616 48124,
Manbij,Cross DML,DSHKA,,26-Jan-19,,37SEV0085779010
Manbij,Cross DML,DSHKA,,26-Jan-19,,37SEV0085779010
Manbij,Cross DML,DSHKA,,26-Jan-19,37SDA0028155459,
Manbij,Cross DML,SAF,,26-Jan-19,37SCA8690532987,
Manbij,Cross DML,SAF,,26-Jan-19,,37SEV0085779010
Manbij,Cross DML,SAF,,26-Jan-19,37S CA 78028 39856,
Raqqah,Assassination,,,26-Jan-19,37S DV 98075 78646,
Manbij,IED,IED,,29-Jan-19,37S DA 04216 40939 ,
Raqah ,Assassination,,,29-Jan-19,37S DV 99272 77218,
Raqqah,Assassination,,,29-Jan-19,37S EV 02680 78694,
Raqqah,IED,IED,,29-Jan-19,37S EV 00398 78552,
Raqqah ,Assassination,Attempted,,29-Jan-19,37S EV 00374 78012,
Turkey ,Cross Border,IR Beam,,29-Jan-19,,37S DA 97224 62530
Manbij ,Cross DML,SAF,,30-Jan-19,37S CA 79315 36946,
Manbij ,Cross DML,SAF,,30-Jan-19,,37SEV0085779010
Kobani,Cross Border,DSHKA,,31-Jan-19,37S DA 51565 81010,
Manbij,Civil Disturbance,Demonstration,,31-Jan-19,37SDA0605042983,
Manbij,Cross DML,SAF,,31-Jan-19,37S CA 88626 48952,
Manbij,Hostage Situation,Local Dispute,,1-Feb-19,37S DA 05781 41914,
Manbij,IED,IED,,2-Feb-19,37S DA 04548 42090,
MERV,Cross FLOT,,,2-Feb-19,,37SEV0085779010
Turkey ,Cross Border,IR Beam,,2-Feb-19,,37S DA 96214 62550
Manbij,Cross DML,SAF,,3-Feb-19,,37SEV0085779010
Manbij,Media,,,3-Feb-19,,37SEV0085779010
Turkey ,Cross Border,UAS,,3-Feb-19,,37SEV0085779010
Manbij,Cross DML,SAF,,4-Feb-19,,37S CA 95003 56261
MERV,Cross FLOT,,,4-Feb-19,,37SEV0085779010
Manbij,IED,IED,,5-Feb-19,37SDA0580545230,
Raqqah,IED,IED,,5-Feb-19,37SDV9943479653,
Turkey ,Cross Border,UAS,,5-Feb-19,37S EA 90319 73238,
Manbij,Cross DML,SAF,,6-Feb-19,37S CA 89991 51838,
MERV,Cross FLOT,,,6-Feb-19,,
MERV,Cross FLOT,,,6-Feb-19,37SFU4051976792,
Ras Al Ayn,Cross Border,DSHKA,,7-Feb-19,37S EA 94146 78224,
Gnitra,IED,IED,,9-Feb-19,37S EA 19850 57616,
Raqqah,Assassination,,,9-Feb-19,37S DV 98146 79674,
Raqqah,Attack,Grenade,,9-Feb-19,37S EV 29330 71184,
Manbij,Cross DML,,,10-Feb-19,37S CA 94374 55957 ,
Raqqah,Assassination,Attempted,,10-Feb-19,37S DV 98587 88141,
Tal Abyad,IED,IED,,10-Feb-19,37S EA 09203 59508,
Manbij,Cross DML,DSHKA,,11-Feb-19,37S CA 92662 56976,
Manbij,Cross DML,DSHKA,,12-Feb-19,,
MERV,Cross FLOT,,,12-Feb-19,37S FU 72689 19514,
Raqqah,Assassination,,,12-Feb-19,37S DV 99778 79344,
Turkey ,Cross Border,IR Beam,,12-Feb-19,37S DA 97224 62530,
Diban,Assassination,,,13-Feb-19,37S FU 38248 76826,
Manbij,Cross DML,SAF,,15-Feb-19,37S CA 91729 52810,
Manbij,Cross DML,SAF,,15-Feb-19,37S DA 003745608,
Manbij,Cross DML,DSHKA,,15-Feb-19,37S CA 93176 55028,
Manbij,Cross DML,SAF,,16-Feb-19,37S DA 03720 55020,
Manbij,Cross DML,SAF,,16-Feb-19,37S DA 05333 54495,
Turkey ,Cross Border,IR Beam,,16-Feb-19,37S DA 96214 62550,
Manbij,Cross DML,SAF,,17-Feb-19,37S CA 97271 56860,
Manbij,Cross DML,SAF,,17-Feb-19,37S CA 83554 41086,
Manbij,Cross DML,SAF,,18-Feb-19,37S CA 97271 56860,
Manbij,Cross DML,SAF,,18-Feb-19,37S CA 94374 55957,
Manbij,Cross DML,SAF,,18-Feb-19,,
Raqqah,Assassination,,,18-Feb-19,37S DV 98907 77792,
Raqqah,IED,IED,,18-Feb-19,37S EV 00429 80338,
Raqqah,IED,IED,,18-Feb-19,37S EV 00895 79121,
Kobani,Cross Border,DSHKA,,19-Feb-19,37S DA 20561 81539,
Manbij,Cross DML,DSHKA,,19-Feb-19,37SCA 8383341066,
Manbij,Cross DML,DSHKA,,19-Feb-19,37S DA 05333 54495,
Manbij,Cross DML,DSHKA,,19-Feb-19,37S DA 06411 54236,
Turkey ,Cross Border,IR Beam,,19-Feb-19,37S DA 96214 62550,
Manbij,Cross DML,SAF,,20-Feb-19,37S CA 83555 41088,
Manbij,Cross DML,Mortar ,,20-Feb-19,37S CA 83555 41088,
Manbij,Cross DML,Mortar ,,20-Feb-19,37S CA 82191 39615,
Manbij,Cross DML,DSHKA,,20-Feb-19,37S CA 83555 41088,
Green Village,IED,VBIED,,21-Feb-19,37S FU 33575 84583,
MERV,Cross River,,,21-Feb-19,,37SEV0085779010
MERV,Cross River,,,21-Feb-19,,37SEV0085779010
Raqqah ,Assassination,,,21-Feb-19,,37SEV0085779010
Turkey ,Cross Border,IR Beam,,21-Feb-19,,37S DA 97224 62530
Manbij,Cross DML,SAF,,22-Feb-19,,37SEV0085779010
Manbij,Cross DML,SAF,,22-Feb-19,,37S CA 95003 56261
Manbij,Cross DML,SAF,,22-Feb-19,,37S CA 92195 53510
Manbij,Cross DML,SAF,,22-Feb-19,37S CA 94374 55957,
Manbij,Cross DML,SAF,,22-Feb-19,,37SEV0085779010
Manbij,Cross DML,Illum Rounds,,22-Feb-19,,37SEV0085779010
Manbij,Cross DML,Illum Rounds,,22-Feb-19,37S CA 94374 55957,
